entry_time,exit_time,position,entry_z,exit_z,pnl,duration_h
2025-01-01 21:00:00,2025-01-02 03:00:00,1,-2.468344280054598,0.0366195583246592,136.52036472286272,6.0
2025-01-02 17:00:00,2025-01-03 03:00:00,1,-2.7059144452255786,0.2530769841262223,98.96754919932573,10.0
2025-01-04 02:00:00,2025-01-04 03:00:00,1,-2.085229295079184,0.2308569586605157,70.21192410717777,1.0
2025-01-04 23:00:00,2025-01-05 03:00:00,-1,2.964423445115061,-1.1586400371238113,112.33167246726225,4.0
2025-01-05 23:00:00,2025-01-06 00:00:00,1,-2.086156646538069,0.0831212451420954,54.42256866143724,1.0
2025-01-06 04:00:00,2025-01-07 01:00:00,1,-2.103705280322709,0.2223772112873428,43.092625249308185,21.0
2025-01-07 05:00:00,2025-01-09 12:00:00,-1,2.6353810698470523,-0.0220315823509973,10.261643713354715,55.0
2025-01-10 19:00:00,2025-01-11 06:00:00,1,-2.198567392551306,0.2840156406923158,64.85470210968923,11.0
2025-01-12 14:00:00,2025-01-12 17:00:00,1,-2.5461804704086672,1.2013233920513473,96.642505281794,3.0
2025-01-12 23:00:00,2025-01-13 00:00:00,1,-2.6915312233951245,0.1337880127713724,66.67902099790808,1.0
2025-01-13 03:00:00,2025-01-13 04:00:00,1,-3.799297913154442,0.5385999799311255,112.92370440407831,1.0
2025-01-13 14:00:00,2025-01-13 15:00:00,1,-3.554289165129574,1.6276099882693793,152.0909963024169,1.0
2025-01-14 05:00:00,2025-01-14 20:00:00,1,-2.1423364296261536,0.956127973170067,93.431526846005,15.0
2025-01-15 15:00:00,2025-01-16 03:00:00,1,-2.294815523384046,0.2556623172518284,111.45036775732297,12.0
2025-01-16 22:00:00,2025-01-17 02:00:00,1,-2.94139681383582,0.3866230838701128,149.39137171352922,4.0
2025-01-17 19:00:00,2025-01-18 17:00:00,1,-3.1913367416765084,0.6570274640883927,177.37281493401676,22.0
2025-01-19 23:00:00,2025-01-20 06:00:00,-1,3.6950433582072817,-0.0123408233420525,138.9446736668906,7.0
2025-01-20 15:00:00,2025-01-21 20:00:00,-1,2.2286884231109165,-0.074014715240164,72.07447730250715,29.0
2025-01-22 16:00:00,2025-01-23 14:00:00,-1,2.265470214034689,-1.27057579219683,256.9402852199855,22.0
2025-01-27 00:00:00,2025-01-28 05:00:00,-1,3.134257351200066,-0.5700055607358159,135.40154948848067,29.0
2025-01-29 07:00:00,2025-01-29 21:00:00,1,-2.127964950039405,0.4587124174029285,191.1974021285132,14.0
2025-01-30 14:00:00,2025-01-30 20:00:00,1,-2.0093295832218216,0.5100155805015185,126.33928359665151,6.0
2025-01-31 04:00:00,2025-02-02 17:00:00,-1,3.196218930307875,-0.5920507485382663,-29.38239692832576,61.0
2025-02-04 22:00:00,2025-02-06 02:00:00,1,-3.6839985430913,0.1701248013349866,262.50001544288534,28.0
2025-02-07 14:00:00,2025-02-08 01:00:00,1,-4.107844557479154,0.2720344838532434,144.2718386030174,11.0
2025-02-10 05:00:00,2025-02-10 20:00:00,1,-2.3366188810857644,1.6376173293627627,133.7602167687437,15.0
2025-02-11 19:00:00,2025-02-12 17:00:00,-1,3.16350229100814,-1.0825099462307326,177.42418542409723,22.0
2025-02-13 14:00:00,2025-02-13 22:00:00,-1,2.111931197213952,-0.0941658659548722,115.60931267142584,8.0
2025-02-16 22:00:00,2025-02-18 00:00:00,-1,2.046425835106666,-0.119662065833163,50.487140615936376,26.0
2025-02-18 18:00:00,2025-02-18 19:00:00,-1,2.3142888330540305,-0.7520515377152549,118.09864080893749,1.0
2025-02-18 20:00:00,2025-02-19 22:00:00,1,-3.106758088392142,0.0669474115583329,104.68221815997094,26.0
2025-02-21 15:00:00,2025-02-21 16:00:00,1,-2.223671209130599,0.5583753165878432,79.62183563812869,1.0
2025-02-21 22:00:00,2025-02-22 19:00:00,-1,2.2887087200108804,-0.4064757494263453,68.92257828473521,21.0
2025-02-23 12:00:00,2025-02-24 08:00:00,-1,2.019897413646567,-0.2802213848910571,41.09348174811747,20.0
2025-02-25 22:00:00,2025-02-27 01:00:00,1,-3.0361030510874047,0.509098871644816,76.08474155380098,27.0
2025-02-28 07:00:00,2025-02-28 10:00:00,1,-2.7875598402924413,0.2710283713564517,93.24841203958204,3.0
2025-03-01 21:00:00,2025-03-02 03:00:00,1,-2.04651057918324,0.035697383991187,60.0037605377438,6.0
2025-03-02 17:00:00,2025-03-03 16:00:00,1,-2.200254627878596,1.127862373107453,86.03306383325253,23.0
2025-03-03 19:00:00,2025-03-04 13:00:00,-1,2.2411589543257446,-0.1503742761402906,69.33057938682032,18.0
2025-03-06 04:00:00,2025-03-06 11:00:00,1,-2.166891077871673,0.3317099685020377,91.27326814911794,7.0
2025-03-06 12:00:00,2025-03-06 14:00:00,-1,2.4135732024677727,-0.0202034001583578,87.15485081178487,2.0
2025-03-07 08:00:00,2025-03-07 16:00:00,-1,2.13873484192404,-0.0505327281011619,73.78865484864218,8.0
2025-03-07 21:00:00,2025-03-08 09:00:00,-1,3.2082624898824714,-0.5695998247494712,138.37381286769232,12.0
2025-03-08 12:00:00,2025-03-08 22:00:00,-1,2.3061407010395563,-0.1119662627110915,86.44412987996473,10.0
2025-03-09 23:00:00,2025-03-10 13:00:00,1,-2.129582185387545,0.1279907702579542,61.89593399834121,14.0
2025-03-10 18:00:00,2025-03-10 22:00:00,1,-2.4522910064993155,0.2916974453469595,84.84077486986644,4.0
2025-03-11 01:00:00,2025-03-11 12:00:00,1,-2.949286453855314,1.0805125709937788,113.32031196384924,11.0
2025-03-11 13:00:00,2025-03-11 14:00:00,-1,3.0254291541304723,-1.6078499010843688,153.73304481474042,1.0
2025-03-11 17:00:00,2025-03-11 22:00:00,1,-2.27650403284114,0.2386437442290056,85.98440441362618,5.0
2025-03-11 23:00:00,2025-03-12 03:00:00,1,-2.897506402925646,0.0677912702546318,110.70378648721089,4.0
2025-03-13 11:00:00,2025-03-13 12:00:00,1,-3.2439117641604014,0.0205996403164564,128.19220735765703,1.0
2025-03-15 05:00:00,2025-03-15 10:00:00,-1,2.266755247369528,-0.2230376823392703,68.6610623995366,5.0
