time,equity
2025-01-01 00:00:00,0.0
2025-01-01 01:00:00,-0.04741722693296424
2025-01-01 02:00:00,0.13569300893077507
2025-01-01 03:00:00,0.2632717260046653
2025-01-01 04:00:00,0.39202980051171243
2025-01-01 05:00:00,0.06531307505893968
2025-01-01 06:00:00,-0.47088641242296525
2025-01-01 07:00:00,-0.10094492448961834
2025-01-01 08:00:00,-0.6918407726155964
2025-01-01 09:00:00,0.015885003863264302
2025-01-01 10:00:00,0.35414206437202456
2025-01-01 11:00:00,0.3891398016155021
2025-01-01 12:00:00,0.7331915254125887
2025-01-01 13:00:00,0.47952355672053315
2025-01-01 14:00:00,1.0530896362950886
2025-01-01 15:00:00,1.312606020069131
2025-01-01 16:00:00,1.761102978074272
2025-01-01 17:00:00,2.082014430735954
2025-01-01 18:00:00,2.22269909292049
2025-01-01 19:00:00,2.094861052581317
2025-01-01 20:00:00,2.2638007472780406
2025-01-01 21:00:00,1.1533620665796032
2025-01-01 22:00:00,1.4879778419546736
2025-01-01 23:00:00,1.5675287865134235
2025-01-02 00:00:00,1.3884289253924964
2025-01-02 01:00:00,1.4896774043950667
2025-01-02 02:00:00,1.5625174727308127
2025-01-02 03:00:00,1.682593147809845
2025-01-02 04:00:00,1.8025542962720424
2025-01-02 05:00:00,1.8258696340875062
2025-01-02 06:00:00,1.7406017293160343
2025-01-02 07:00:00,1.6691072688273647
2025-01-02 08:00:00,1.931608282825651
2025-01-02 09:00:00,1.9890273029952374
2025-01-02 10:00:00,2.0893557478299347
2025-01-02 11:00:00,2.03149828172186
2025-01-02 12:00:00,1.8817941937684226
2025-01-02 13:00:00,1.9803126055390379
2025-01-02 14:00:00,1.8617682144899048
2025-01-02 15:00:00,1.7524508486778687
2025-01-02 16:00:00,1.9872543282323345
2025-01-02 17:00:00,2.2319995304800964
2025-01-02 18:00:00,2.2441766251567294
2025-01-02 19:00:00,2.160826726556558
2025-01-02 20:00:00,1.9513426408107015
2025-01-02 21:00:00,1.8835285517534734
2025-01-02 22:00:00,1.9775696660477984
2025-01-02 23:00:00,2.1579326716672034
2025-01-03 00:00:00,2.130632468867546
2025-01-03 01:00:00,2.2117361512216696
2025-01-03 02:00:00,2.3589586509457225
2025-01-03 03:00:00,1.8194985164818114
