time,equity
2025-01-01 00:00:00,0.0
2025-01-01 01:00:00,1.326348716500604
2025-01-01 02:00:00,2.7364257635254745
2025-01-01 03:00:00,4.311531703184684
2025-01-01 04:00:00,-3.2816472737220153
2025-01-01 05:00:00,-1.8715317031847007
2025-01-01 06:00:00,-1.1939594715988875
2025-01-01 07:00:00,2.158776484914796
2025-01-01 08:00:00,6.309103934770505
2025-01-01 09:00:00,8.634171350917242
2025-01-01 10:00:00,5.3739402098426154
2025-01-01 11:00:00,7.557880419685276
2025-01-01 12:00:00,0.2747592280472375
2025-01-01 13:00:00,1.8661560989384185
2025-01-01 14:00:00,2.894990369121871
2025-01-01 15:00:00,5.117610755098234
2025-01-01 16:00:00,14.451974723577692
2025-01-01 17:00:00,17.75092456429845
2025-01-01 18:00:00,19.66983588150677
2025-01-01 19:00:00,13.264363968479422
2025-01-01 20:00:00,15.287003616212004
2025-01-01 21:00:00,16.387080663236873
2025-01-01 22:00:00,13.908111560759885
2025-01-01 23:00:00,15.31197472357767
2025-01-02 00:00:00,16.2645565860416
2025-01-02 01:00:00,17.22088604078599
2025-01-02 02:00:00,18.233467903249924
2025-01-02 03:00:00,19.37230217343339
2025-01-02 04:00:00,20.334845512384888
2025-01-02 05:00:00,21.06614607449496
2025-01-02 06:00:00,19.49847753412805
2025-01-02 07:00:00,20.19603050395765
2025-01-02 08:00:00,21.69366052081213
2025-01-02 09:00:00,22.861271275910383
2025-01-02 10:00:00,23.426300168544714
2025-01-02 11:00:00,18.87476846536003
2025-01-02 12:00:00,21.759989975556543
2025-01-02 13:00:00,20.379951452044107
2025-01-02 14:00:00,20.602456267483166
2025-01-02 15:00:00,21.178766460471344
2025-01-02 16:00:00,21.960086284337642
2025-01-02 17:00:00,22.7251537004844
2025-01-02 18:00:00,23.308978339789743
2025-01-02 19:00:00,23.97779334821698
2025-01-02 20:00:00,24.397831871729423
2025-01-02 21:00:00,24.886608356644224
2025-01-02 22:00:00,25.881675772790988
2025-01-02 23:00:00,18.80482625062869
2025-01-03 00:00:00,20.18369904432458
2025-01-03 01:00:00,21.25130979942283
2025-01-03 02:00:00,22.032629623289107
2025-01-03 03:00:00,23.37649278610689
2025-01-03 04:00:00,24.341560202253664
2025-01-03 05:00:00,24.497774086460755
2025-01-03 06:00:00,25.782860764363736
2025-01-03 07:00:00,26.50790891875428
2025-01-03 08:00:00,27.94678171245017
2025-01-03 09:00:00,27.20920948086435
