time,equity
2025-01-19 08:00:00,0.0
2025-01-19 09:00:00,-0.126011050807584
2025-01-19 10:00:00,0.9635654224146428
2025-01-19 11:00:00,-1.9592471878892113
2025-01-19 12:00:00,-7.296991333214709
2025-01-19 13:00:00,-6.719987434474028
2025-01-19 14:00:00,-10.624362213866311
2025-01-19 15:00:00,-10.61946338348852
2025-01-19 16:00:00,-10.512870445999644
2025-01-19 17:00:00,-10.772415505406952
2025-01-19 18:00:00,-9.911789639384772
2025-01-19 19:00:00,-12.131100945732753
2025-01-19 20:00:00,-11.543654671925347
2025-01-19 21:00:00,-11.144293103473496
2025-01-19 22:00:00,-12.89681541585117
2025-01-19 23:00:00,-12.019602895103093
2025-01-20 00:00:00,-18.262498472154668
2025-01-20 01:00:00,-17.431025552576944
2025-01-20 02:00:00,-15.419571481288171
2025-01-20 03:00:00,-14.323199731332656
2025-01-20 04:00:00,-13.507042886147515
2025-01-20 05:00:00,-12.936398171836384
2025-01-20 06:00:00,-12.20343976715497
2025-01-20 07:00:00,-11.54493781778463
2025-01-20 08:00:00,-10.924729195777237
2025-01-20 09:00:00,-10.563882142221694
2025-01-20 10:00:00,-10.531530755273511
2025-01-20 11:00:00,-10.597700165984623
2025-01-20 12:00:00,-10.43154332079948
2025-01-20 13:00:00,-8.99901472565882
2025-01-20 14:00:00,-10.331151207836628
2025-01-20 15:00:00,-10.06414102633296
2025-01-20 16:00:00,-12.305367627325388
2025-01-20 17:00:00,-11.3672954874958
2025-01-20 18:00:00,-11.023888424984678
2025-01-20 19:00:00,-12.187700165984616
2025-01-20 20:00:00,-11.510917454777298
2025-01-20 21:00:00,-10.434981797125518
2025-01-20 22:00:00,-10.05117633888856
2025-01-20 23:00:00,-9.356081452029336
2025-01-21 00:00:00,-8.380139511614573
2025-01-21 01:00:00,-8.417813255718322
2025-01-21 02:00:00,-8.17696620216278
