time,equity
2025-01-01 00:00:00,0.0
2025-01-01 01:00:00,6.374340129586699
2025-01-01 02:00:00,13.32609551882122
2025-01-01 03:00:00,7.462377840639512
2025-01-01 04:00:00,9.617906379468081
2025-01-01 05:00:00,8.380510048357792
2025-01-01 06:00:00,-6.0013781326840245
2025-01-01 07:00:00,-17.987851054078007
2025-01-01 08:00:00,-15.453454576945454
2025-01-01 09:00:00,-24.800776216061372
2025-01-01 10:00:00,-24.26939881348862
2025-01-01 11:00:00,-38.364117221781605
2025-01-01 12:00:00,-37.28440012768892
2025-01-01 13:00:00,-34.88900365055636
2025-01-01 14:00:00,-32.97804121558693
2025-01-01 15:00:00,-31.0580787806175
2025-01-01 16:00:00,-34.97945647523476
2025-01-01 17:00:00,-33.403003504534105
2025-01-01 18:00:00,-33.34807892663975
2025-01-01 19:00:00,-31.16428626441916
2025-01-01 20:00:00,-30.27572016056002
2025-01-01 21:00:00,-30.359814511203215
2025-01-01 22:00:00,-28.836172839216164
2025-01-01 23:00:00,-25.830398959510855
2025-01-02 00:00:00,-26.527549949744408
2025-01-02 01:00:00,-31.504305192956686
2025-01-02 02:00:00,-30.047135274185585
2025-01-02 03:00:00,-28.543003066467318
2025-01-02 04:00:00,-27.29228597237463
2025-01-02 05:00:00,-25.525002774422806
2025-01-02 06:00:00,-25.068946134832434
2025-01-02 07:00:00,-27.491965209392223
2025-01-02 08:00:00,-28.589550241788892
2025-01-02 09:00:00,-27.39673879705301
2025-01-02 10:00:00,-26.528757579568293
2025-01-02 11:00:00,-27.182776508105828
2025-01-02 12:00:00,-28.159757725590545
2025-01-02 13:00:00,-27.242002920445028
2025-01-02 14:00:00,-26.5496632289251
2025-01-02 15:00:00,-26.901323683427425
2025-01-02 16:00:00,-26.417531167229082
2025-01-02 17:00:00,-25.51645559910118
2025-01-02 18:00:00,-24.691021556938065
2025-01-02 19:00:00,-24.286606443312486
2025-01-02 20:00:00,-23.433851638166974
2025-01-02 21:00:00,-22.586870420682263
2025-01-02 22:00:00,-22.25117225512712
2025-01-02 23:00:00,-23.381662936880602
2025-01-03 00:00:00,-26.77066337494736
2025-01-03 01:00:00,-25.06919147570916
2025-01-03 02:00:00,-22.777436524541393
2025-01-03 03:00:00,-22.158549657699872
2025-01-03 04:00:00,-21.34179485255436
2025-01-03 05:00:00,-22.812794998576617
2025-01-03 06:00:00,-22.270870420682268
2025-01-03 07:00:00,-21.12156844021516
2025-01-03 08:00:00,-20.16449287208726
2025-01-03 09:00:00,-14.061643278231791
2025-01-03 10:00:00,-11.445888327064022
2025-01-03 11:00:00,-9.588567418059373
