time,equity
2025-01-19 08:00:00,0.0
2025-01-19 09:00:00,-3.9782248992473193
2025-01-19 10:00:00,-3.5002683146227405
2025-01-19 11:00:00,-6.770557124343728
2025-01-19 12:00:00,-8.546057887167237
2025-01-19 13:00:00,-7.312941213300903
2025-01-19 14:00:00,-9.224447999430858
2025-01-19 15:00:00,-9.833993976693556
2025-01-19 16:00:00,-8.699184808582697
2025-01-19 17:00:00,-9.673735909619957
2025-01-19 18:00:00,-8.365706966036335
2025-01-19 19:00:00,-7.550443775188178
2025-01-19 20:00:00,-6.227502561887285
2025-01-19 21:00:00,-6.962507685661848
2025-01-19 22:00:00,-6.034571596135528
2025-01-19 23:00:00,-5.959576719910096
2025-01-20 00:00:00,-5.361816090949215
2025-01-20 01:00:00,-4.699318652836492
2025-01-20 02:00:00,-3.7915580238756093
2025-01-20 03:00:00,-3.551114248687444
2025-01-20 04:00:00,-3.088441350009287
2025-01-20 05:00:00,-2.4086270581238622
2025-01-20 06:00:00,-3.982280361235656
2025-01-20 07:00:00,-2.4929098445383993
2025-01-20 08:00:00,-1.5132710132184073
2025-01-20 09:00:00,-2.2557684513311287
2025-01-20 10:00:00,-1.4984515975584074
2025-01-20 11:00:00,-3.7605776194419818
2025-01-20 12:00:00,-3.191919192555627
2025-01-20 13:00:00,-2.397543552083807
2025-01-20 14:00:00,-4.4058305627410235
2025-01-20 15:00:00,-3.8411040011383157
2025-01-20 16:00:00,-3.3995869674592303
2025-01-20 17:00:00,-2.6858408102901485
2025-01-20 18:00:00,-3.3318160909492143
2025-01-20 19:00:00,-2.7571721358546615
2025-01-20 20:00:00,-3.604488989627372
2025-01-20 21:00:00,-1.15894723660735
2025-01-20 22:00:00,0.25712089810900274
2025-01-20 23:00:00,0.8438185161281009
2025-01-21 00:00:00,0.6005058865980644
2025-01-21 01:00:00,1.7019300662198642
2025-01-21 02:00:00,2.088266515558944
2025-01-21 03:00:00,2.4025493019734796
2025-01-21 04:00:00,-6.755160089241757
2025-01-21 05:00:00,-8.317296358674453
2025-01-21 06:00:00,-6.774447999430846
2025-01-21 07:00:00,-5.655624359528174
2025-01-21 08:00:00,-5.056253842830914
2025-01-21 09:00:00,-6.5737461571690705
