entry_time,exit_time,position,entry_z,exit_z,pnl,duration_h
2025-01-02 04:00:00,2025-01-02 13:00:00,1,-2.5825725591268345,0.3509074456250119,0.9732874536231009,9.0
2025-01-03 12:00:00,2025-01-03 16:00:00,-1,2.460290842539869,-0.647014071330173,1.4628407488902582,4.0
2025-01-05 12:00:00,2025-01-06 01:00:00,-1,2.1643239455451155,-0.6881861898889463,0.8384834797947605,13.0
2025-01-07 13:00:00,2025-01-08 02:00:00,1,-2.1018424843907737,0.1083107533985047,1.073749570415572,13.0
2025-01-08 08:00:00,2025-01-09 21:00:00,1,-2.754820320161468,0.1579676494998704,0.4421734182855488,37.0
2025-01-11 01:00:00,2025-01-12 02:00:00,-1,2.0569294010089703,-0.166154122285836,0.5603219878941559,25.0
2025-01-13 09:00:00,2025-01-13 14:00:00,1,-3.354559414361688,0.3425299735217458,0.5972760251916682,5.0
2025-01-13 19:00:00,2025-01-14 05:00:00,1,-3.5375193164415237,0.5601739344461926,0.8059880736150404,10.0
2025-01-14 23:00:00,2025-01-15 07:00:00,-1,2.394153023783447,-0.2859791168273738,0.8056790080128877,8.0
2025-01-15 15:00:00,2025-01-16 02:00:00,-1,2.2731545909487845,-0.2574756314933837,0.9478395040064385,11.0
2025-01-17 00:00:00,2025-01-18 16:00:00,-1,2.3234113497871296,-0.3336255896569349,-0.042287702599864474,40.0
2025-01-19 19:00:00,2025-01-21 12:00:00,1,-2.0350096191589624,0.4886196587325955,0.4976680775349891,41.0
2025-01-24 04:00:00,2025-01-24 16:00:00,1,-2.000416245288548,0.0652427873971463,0.5740690685421086,12.0
2025-01-26 06:00:00,2025-01-26 12:00:00,-1,2.24782823337492,-0.1655668705256576,0.5809426088660885,6.0
2025-01-26 23:00:00,2025-01-27 03:00:00,-1,2.1821218185976927,-1.8968408253560087,0.8535860867008793,4.0
2025-01-27 06:00:00,2025-01-28 16:00:00,1,-2.758320275636533,0.0063714317727595,0.3761490675621211,34.0
2025-01-29 00:00:00,2025-01-29 12:00:00,1,-2.184042461556293,0.0801673503997428,0.6212412419438564,12.0
2025-01-30 01:00:00,2025-01-31 18:00:00,-1,2.2728539216686063,-0.3391125462981856,0.27096596368247106,41.0
2025-02-01 04:00:00,2025-02-01 20:00:00,-1,2.3516073066748477,-0.0942883626968153,0.8702519234449966,16.0
2025-02-02 02:00:00,2025-02-04 21:00:00,1,-2.303737865303007,0.0932122201143916,-0.737112541476975,67.0
2025-02-06 15:00:00,2025-02-06 23:00:00,-1,2.5997833940462254,-0.3975478866440438,0.7444144112526523,8.0
2025-02-07 03:00:00,2025-02-07 08:00:00,1,-2.675091414098547,0.3288819325589361,0.8561957771948983,5.0
2025-02-07 14:00:00,2025-02-12 03:00:00,-1,2.2058527980029057,-0.2193946841066424,-1.594092423358493,109.0
2025-02-12 08:00:00,2025-02-13 01:00:00,1,-2.0729532810913347,0.4440753428842279,0.7025396260448638,17.0
2025-02-14 13:00:00,2025-02-14 15:00:00,-1,2.3886780811191297,-0.0394701885449179,0.821965714705708,2.0
2025-02-15 07:00:00,2025-02-17 01:00:00,1,-2.058721613453562,0.446807159334021,0.3452531683288136,42.0
2025-02-17 08:00:00,2025-02-18 18:00:00,1,-2.040852556576401,0.3774473284723887,0.05026484573700429,34.0
2025-02-19 13:00:00,2025-02-19 21:00:00,-1,2.27701931165208,-0.2065580836669883,0.8430693175188679,8.0
2025-02-22 08:00:00,2025-02-23 02:00:00,1,-2.054586631255611,0.1617918494462982,0.9514255907073199,18.0
2025-02-24 06:00:00,2025-02-25 01:00:00,1,-2.0557610004396616,0.3583763909238339,0.508989816452381,19.0
2025-02-26 15:00:00,2025-02-27 20:00:00,-1,2.273115305079607,-0.200823068665518,0.2261490675621225,29.0
2025-03-02 16:00:00,2025-03-03 14:00:00,1,-2.704350718522192,0.434901919344181,0.6318747852077893,22.0
2025-03-06 05:00:00,2025-03-06 14:00:00,1,-3.0275092775603265,0.3152330124158307,0.6630121753617217,9.0
2025-03-07 06:00:00,2025-03-07 15:00:00,1,-2.789854239719058,0.1503685250469146,0.6888392550296842,9.0
2025-03-08 07:00:00,2025-03-09 08:00:00,-1,2.0837708382465405,-0.51532375176111,0.5606206209719282,25.0
