time,equity
2025-01-01 00:00:00,0.0
2025-01-01 01:00:00,-9.837509752749533
2025-01-01 02:00:00,-13.889160829420938
2025-01-01 03:00:00,-12.242062766303903
2025-01-01 04:00:00,-11.33555834566043
2025-01-01 05:00:00,-11.872815415273266
2025-01-01 06:00:00,-9.823816292568509
2025-01-01 07:00:00,-7.706659040663169
2025-01-01 08:00:00,-6.220570696128313
2025-01-01 09:00:00,-7.230728825328882
2025-01-01 10:00:00,-5.917788891412428
2025-01-01 11:00:00,-14.936477087822112
2025-01-01 12:00:00,-13.567903759808146
2025-01-01 13:00:00,-11.706984140351274
2025-01-01 14:00:00,-11.384370183418127
2025-01-01 15:00:00,-10.11580657398634
2025-01-01 16:00:00,-11.056301276047641
2025-01-01 17:00:00,-9.50421293151279
2025-01-01 18:00:00,-7.627639603498828
2025-01-01 19:00:00,-9.887559222955701
2025-01-01 20:00:00,-8.404659040663176
2025-01-01 21:00:00,-6.104492070175652
2025-01-01 22:00:00,-2.765008841286999
2025-01-01 23:00:00,1.5216819870083746
2025-01-02 00:00:00,-1.005296821236815
2025-01-02 01:00:00,0.5403657286072381
2025-01-02 02:00:00,1.4092464737354042
2025-01-02 03:00:00,1.540246473735401
2025-01-02 04:00:00,-2.017365728607281
2025-01-02 05:00:00,-5.328076871362235
2025-01-02 06:00:00,-3.740077748657459
2025-01-02 07:00:00,-2.993295943941561
2025-01-02 08:00:00,-3.6027014241727855
2025-01-02 09:00:00,-4.921730579919323
2025-01-02 10:00:00,-4.985542417676982
2025-01-02 11:00:00,-4.209483228888665
2025-01-02 12:00:00,-3.1709293380390626
2025-01-02 13:00:00,-4.181205844816265
2025-01-02 14:00:00,-2.9435530135544035
2025-01-02 15:00:00,-1.943098063117052
2025-01-02 16:00:00,-0.8824947020613045
2025-01-02 17:00:00,0.023772086133707404
2025-01-02 18:00:00,0.9875141392256488
2025-01-02 19:00:00,0.14887102654596518
2025-01-02 20:00:00,1.0684249173955784
2025-01-02 21:00:00,-5.7542146861032
2025-01-02 22:00:00,-4.160403725640773
2025-01-02 23:00:00,-3.1695627321365727
2025-01-03 00:00:00,-2.1764841061838958
2025-01-03 01:00:00,-1.2105044206434847
2025-01-03 02:00:00,-2.9555035433482537
2025-01-03 03:00:00,-1.3308409935042071
2025-01-03 04:00:00,-0.022425794690800416
2025-01-03 05:00:00,0.892454950437358
2025-01-03 06:00:00,-1.9044938247660674
