time,equity
2025-01-01 00:00:00,0.0
2025-01-01 01:00:00,2.794632983700211
2025-01-01 02:00:00,3.823541229625249
2025-01-01 03:00:00,-7.583381214859045
2025-01-01 04:00:00,-4.36686232479758
2025-01-01 05:00:00,-0.6035689377387143
2025-01-01 06:00:00,-0.591075936880813
2025-01-01 07:00:00,10.062149477941801
2025-01-01 08:00:00,20.239255142120996
2025-01-01 09:00:00,20.057316503807613
2025-01-01 10:00:00,15.146707967036093
2025-01-01 11:00:00,11.624386871863734
2025-01-01 12:00:00,4.35312032755337
2025-01-01 13:00:00,2.2853678816647545
2025-01-01 14:00:00,4.6820926194399135
2025-01-01 15:00:00,5.80642713598651
2025-01-01 16:00:00,9.11135264138062
2025-01-01 17:00:00,12.96204161821774
2025-01-01 18:00:00,15.626145263212052
2025-01-01 19:00:00,17.788702886941394
2025-01-01 20:00:00,6.929106906179143
2025-01-01 21:00:00,6.909931450853797
2025-01-01 22:00:00,12.627083324615462
2025-01-01 23:00:00,21.459759456988294
2025-01-02 00:00:00,30.305909223385058
2025-01-02 01:00:00,34.99487135508215
2025-01-02 02:00:00,37.33820347580889
2025-01-02 03:00:00,40.433555251824544
2025-01-02 04:00:00,42.51184269342372
2025-01-02 05:00:00,44.757288907789174
2025-01-02 06:00:00,43.9750157529292
2025-01-02 07:00:00,45.12201604138419
2025-01-02 08:00:00,46.85261805578609
2025-01-02 09:00:00,50.265777693917315
2025-01-02 10:00:00,51.00030434834835
2025-01-02 11:00:00,45.30881824649507
2025-01-02 12:00:00,49.223340109286376
2025-01-02 13:00:00,50.42777500964247
2025-01-02 14:00:00,51.34097577726143
2025-01-02 15:00:00,52.20463052361542
2025-01-02 16:00:00,52.929444042735696
2025-01-02 17:00:00,53.77815180949678
2025-01-02 18:00:00,54.952787189016824
2025-01-02 19:00:00,50.046997539915246
2025-01-02 20:00:00,51.717176256425425
2025-01-02 21:00:00,52.834104157639395
2025-01-02 22:00:00,55.16257271156862
2025-01-02 23:00:00,56.940077314890864
2025-01-03 00:00:00,59.071999847555134
2025-01-03 01:00:00,59.47612257092838
2025-01-03 02:00:00,60.53982199640992
2025-01-03 03:00:00,62.40882525759474
2025-01-03 04:00:00,65.06250828897218
2025-01-03 05:00:00,56.08719946135415
2025-01-03 06:00:00,58.5088658101725
2025-01-03 07:00:00,60.11882170795494
2025-01-03 08:00:00,60.94668556320742
2025-01-03 09:00:00,63.61498431881598
2025-01-03 10:00:00,69.53316687342095
2025-01-03 11:00:00,73.65347425876406
2025-01-03 12:00:00,69.79517253042566
2025-01-03 13:00:00,74.25762766298064
2025-01-03 14:00:00,74.63876706891297
2025-01-03 15:00:00,76.3103467437511
2025-01-03 16:00:00,75.88168902466728
2025-01-03 17:00:00,78.28032469264232
