open_time,close
2025-04-14 12:00:00,0.3654
2025-04-14 13:00:00,0.3766
2025-04-14 14:00:00,0.354
2025-04-14 15:00:00,0.2925
2025-04-14 16:00:00,0.2816
2025-04-14 17:00:00,0.322
2025-04-14 18:00:00,0.3241
2025-04-14 19:00:00,0.3256
2025-04-14 20:00:00,0.3223
2025-04-14 21:00:00,0.3336
2025-04-14 22:00:00,0.34
2025-04-14 23:00:00,0.3259
2025-04-15 00:00:00,0.2972
2025-04-15 01:00:00,0.2808
2025-04-15 02:00:00,0.2987
2025-04-15 03:00:00,0.3024
2025-04-15 04:00:00,0.3009
2025-04-15 05:00:00,0.3132
2025-04-15 06:00:00,0.318
2025-04-15 07:00:00,0.3258
2025-04-15 08:00:00,0.3211
2025-04-15 09:00:00,0.3213
2025-04-15 10:00:00,0.2945
2025-04-15 11:00:00,0.2972
2025-04-15 12:00:00,0.2854
2025-04-15 13:00:00,0.2813
2025-04-15 14:00:00,0.2697
2025-04-15 15:00:00,0.2694
2025-04-15 16:00:00,0.2635
2025-04-15 17:00:00,0.2566
2025-04-15 18:00:00,0.2416
2025-04-15 19:00:00,0.2414
2025-04-15 20:00:00,0.2341
2025-04-15 21:00:00,0.2452
2025-04-15 22:00:00,0.2368
2025-04-15 23:00:00,0.2354
2025-04-16 00:00:00,0.2349
2025-04-16 01:00:00,0.2409
2025-04-16 02:00:00,0.2409
2025-04-16 03:00:00,0.2698
2025-04-16 04:00:00,0.2629
2025-04-16 05:00:00,0.266
2025-04-16 06:00:00,0.2518
2025-04-16 07:00:00,0.2707
2025-04-16 08:00:00,0.283
2025-04-16 09:00:00,0.2631
2025-04-16 10:00:00,0.2571
2025-04-16 11:00:00,0.258
2025-04-16 12:00:00,0.2499
2025-04-16 13:00:00,0.2415
2025-04-16 14:00:00,0.2447
2025-04-16 15:00:00,0.2415
2025-04-16 16:00:00,0.2432
2025-04-16 17:00:00,0.2361
2025-04-16 18:00:00,0.2441
2025-04-16 19:00:00,0.2526
2025-04-16 20:00:00,0.2549
2025-04-16 21:00:00,0.2598
2025-04-16 22:00:00,0.2526
2025-04-16 23:00:00,0.2556
2025-04-17 00:00:00,0.2653
2025-04-17 01:00:00,0.2668
2025-04-17 02:00:00,0.2703
2025-04-17 03:00:00,0.2591
2025-04-17 04:00:00,0.2519
2025-04-17 05:00:00,0.2548
2025-04-17 06:00:00,0.2501
2025-04-17 07:00:00,0.2472
2025-04-17 08:00:00,0.2433
2025-04-17 09:00:00,0.2397
2025-04-17 10:00:00,0.2361
2025-04-17 11:00:00,0.2355
2025-04-17 12:00:00,0.2382
2025-04-17 13:00:00,0.2373
2025-04-17 14:00:00,0.2223
2025-04-17 15:00:00,0.2277
2025-04-17 16:00:00,0.2289
2025-04-17 17:00:00,0.229
2025-04-17 18:00:00,0.2273
2025-04-17 19:00:00,0.2203
2025-04-17 20:00:00,0.2191
2025-04-17 21:00:00,0.2195
2025-04-17 22:00:00,0.2159
2025-04-17 23:00:00,0.2131
2025-04-18 00:00:00,0.2174
2025-04-18 01:00:00,0.2159
2025-04-18 02:00:00,0.2105
2025-04-18 03:00:00,0.2079
2025-04-18 04:00:00,0.2117
2025-04-18 05:00:00,0.2103
2025-04-18 06:00:00,0.2086
2025-04-18 07:00:00,0.207
2025-04-18 08:00:00,0.2114
2025-04-18 09:00:00,0.2104
2025-04-18 10:00:00,0.2098
2025-04-18 11:00:00,0.2083
2025-04-18 12:00:00,0.2086
2025-04-18 13:00:00,0.2089
2025-04-18 14:00:00,0.2129
2025-04-18 15:00:00,0.1963
2025-04-18 16:00:00,0.1948
2025-04-18 17:00:00,0.192
2025-04-18 18:00:00,0.1907
2025-04-18 19:00:00,0.1943
2025-04-18 20:00:00,0.1947
2025-04-18 21:00:00,0.196
2025-04-18 22:00:00,0.1958
2025-04-18 23:00:00,0.1963
2025-04-19 00:00:00,0.1928
2025-04-19 01:00:00,0.195
2025-04-19 02:00:00,0.1981
2025-04-19 03:00:00,0.1941
2025-04-19 04:00:00,0.1898
2025-04-19 05:00:00,0.1946
2025-04-19 06:00:00,0.1943
2025-04-19 07:00:00,0.196
2025-04-19 08:00:00,0.1985
2025-04-19 09:00:00,0.1976
2025-04-19 10:00:00,0.1967
2025-04-19 11:00:00,0.1989
2025-04-19 12:00:00,0.1951
2025-04-19 13:00:00,0.1973
2025-04-19 14:00:00,0.202
2025-04-19 15:00:00,0.2036
2025-04-19 16:00:00,0.2006
2025-04-19 17:00:00,0.1981
2025-04-19 18:00:00,0.1959
2025-04-19 19:00:00,0.1934
2025-04-19 20:00:00,0.1947
2025-04-19 21:00:00,0.1915
2025-04-19 22:00:00,0.1988
2025-04-19 23:00:00,0.2175
2025-04-20 00:00:00,0.2099
2025-04-20 01:00:00,0.2055
2025-04-20 02:00:00,0.2023
2025-04-20 03:00:00,0.208
2025-04-20 04:00:00,0.211
2025-04-20 05:00:00,0.211
2025-04-20 06:00:00,0.2126
2025-04-20 07:00:00,0.2115
2025-04-20 08:00:00,0.2085
2025-04-20 09:00:00,0.2098
2025-04-20 10:00:00,0.2039
2025-04-20 11:00:00,0.2003
2025-04-20 12:00:00,0.214
2025-04-20 13:00:00,0.2151
2025-04-20 14:00:00,0.2118
2025-04-20 15:00:00,0.2087
2025-04-20 16:00:00,0.2116
2025-04-20 17:00:00,0.2158
2025-04-20 18:00:00,0.2147
2025-04-20 19:00:00,0.2116
2025-04-20 20:00:00,0.2095
2025-04-20 21:00:00,0.2097
2025-04-20 22:00:00,0.2022
2025-04-20 23:00:00,0.2033
2025-04-21 00:00:00,0.214
2025-04-21 01:00:00,0.2122
2025-04-21 02:00:00,0.2138
2025-04-21 03:00:00,0.2065
2025-04-21 04:00:00,0.2065
2025-04-21 05:00:00,0.2101
2025-04-21 06:00:00,0.2055
2025-04-21 07:00:00,0.204
2025-04-21 08:00:00,0.2039
2025-04-21 09:00:00,0.1977
2025-04-21 10:00:00,0.1963
2025-04-21 11:00:00,0.2001
2025-04-21 12:00:00,0.2021
2025-04-21 13:00:00,0.2041
2025-04-21 14:00:00,0.2103
2025-04-21 15:00:00,0.2114
2025-04-21 16:00:00,0.2067
2025-04-21 17:00:00,0.2065
2025-04-21 18:00:00,0.2049
2025-04-21 19:00:00,0.201
2025-04-21 20:00:00,0.2011
2025-04-21 21:00:00,0.2006
2025-04-21 22:00:00,0.1989
2025-04-21 23:00:00,0.1911
2025-04-22 00:00:00,0.1926
2025-04-22 01:00:00,0.1966
2025-04-22 02:00:00,0.1943
2025-04-22 03:00:00,0.1926
2025-04-22 04:00:00,0.1881
2025-04-22 05:00:00,0.1856
2025-04-22 06:00:00,0.1827
2025-04-22 07:00:00,0.1878
2025-04-22 08:00:00,0.1877
2025-04-22 09:00:00,0.1878
2025-04-22 10:00:00,0.1896
2025-04-22 11:00:00,0.1902
2025-04-22 12:00:00,0.1864
2025-04-22 13:00:00,0.1856
2025-04-22 14:00:00,0.1898
2025-04-22 15:00:00,0.1885
2025-04-22 16:00:00,0.1871
2025-04-22 17:00:00,0.1864
2025-04-22 18:00:00,0.1885
2025-04-22 19:00:00,0.1872
2025-04-22 20:00:00,0.188
2025-04-22 21:00:00,0.1939
2025-04-22 22:00:00,0.1933
2025-04-22 23:00:00,0.1947
2025-04-23 00:00:00,0.1964
2025-04-23 01:00:00,0.1958
2025-04-23 02:00:00,0.1986
2025-04-23 03:00:00,0.2004
2025-04-23 04:00:00,0.2018
2025-04-23 05:00:00,0.1961
2025-04-23 06:00:00,0.1965
2025-04-23 07:00:00,0.1972
2025-04-23 08:00:00,0.1977
2025-04-23 09:00:00,0.1981
2025-04-23 10:00:00,0.1984
2025-04-23 11:00:00,0.1969
2025-04-23 12:00:00,0.2045
2025-04-23 13:00:00,0.2043
2025-04-23 14:00:00,0.2085
2025-04-23 15:00:00,0.2072
2025-04-23 16:00:00,0.2105
2025-04-23 17:00:00,0.2076
2025-04-23 18:00:00,0.2068
2025-04-23 19:00:00,0.2052
2025-04-23 20:00:00,0.209
2025-04-23 21:00:00,0.2067
2025-04-23 22:00:00,0.2117
2025-04-23 23:00:00,0.2055
2025-04-24 00:00:00,0.2029
2025-04-24 01:00:00,0.2087
2025-04-24 02:00:00,0.2057
2025-04-24 03:00:00,0.2014
